"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2016-12",,,,,,,"11",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"3.27",",,N,04,",,,,,,,,,,,,,,,,,,,"4.03",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-01",,,,,,,"3","3,N","0","3,N",,,,,,,,,,,,,,,,,,,,,"0.03","3,,N,29,",,,,,,,,,,,,,,,,,,,"0.14",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-02",,,,,,,"5","1,N","4","1,N",,,,,,,,,,,,,,,,,,,,,"1.05","1,,N,20,",,,,,,,,,,,,,,,,,,,"2.06","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-03",,,,,,,"6","2,N","3","2,N",,,,,,,,,,,,,,,,,,,,,"2.43","2,,N,11,",,,,,,,,,,,,,,,,,,,"3.77","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-04",,,,,,,"5",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.84",",,N,12,",,,,,,,,,,,,,,,,,,,"1.67",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-06",,,,,,,"5","3,N","4","3,N",,,,,,,,,,,,,,,,,,,,,"1.70","3,,N,02,",,,,,,,,,,,,,,,,,,,"3.83","1,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-08",,,,,,,"2","5,N","2","5,N",,,,,,,,,,,,,,,,,,,,,"2.15","5,,N,08,",,,,,,,,,,,,,,,,,,,"7.78",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.34",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-10",,,,,,,"2","2,N","2","2,N",,,,,,,,,,,,,,,,,,,,,"0.25","2,,N,11,",,,,,,,,,,,,,,,,,,,"1.98",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-11",,,,,,,"3",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.46",",,N,01,",,,,,,,,,,,,,,,,,,,"0.53",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2017-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.75",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-01",,,,,,,"2","2,N","1","2,N",,,,,,,,,,,,,,,,,,,,,"0.53","2,,N,28,",,,,,,,,,,,,,,,,,,,"0.79",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.87",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-03",,,,,,,"2","4,N","2","4,N",,,,,,,,,,,,,,,,,,,,,"1.34","4,,N,29,",,,,,,,,,,,,,,,,,,,"2.82",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-05",,,,,,,"4",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.69",",,N,21,",,,,,,,,,,,,,,,,,,,"0.97",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-06",,,,,,,"5",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"4.31",",,N,20,",,,,,,,,,,,,,,,,,,,"8.09",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-07",,,,,,,"2","3,N","1","3,N",,,,,,,,,,,,,,,,,,,,,"1.53","3,,N,05,",,,,,,,,,,,,,,,,,,,"2.41",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-08",,,,,,,"3","2,N","3","2,N",,,,,,,,,,,,,,,,,,,,,"2.64","2,,N,07,",,,,,,,,,,,,,,,,,,,"5.54",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-09",,,,,,,"17","4,N","12","4,N",,,,,,,,,,,,,,,,,,,,,"4.65","4,,N,15,",,,,,,,,,,,,,,,,,,,"15.13","1,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.23","1,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2018-12",,,,,,,"4",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"1.13",",,N,08,",,,,,,,,,,,,,,,,,,,"1.32",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-01",,,,,,,"6",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.55",",,N,16,",,,,,,,,,,,,,,,,,,,"1.86",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.98","1,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-03",,,,,,,"4","2,N","1","2,N",,,,,,,,,,,,,,,,,,,,,"0.76","2,,N,31,",,,,,,,,,,,,,,,,,,,"0.88","2,,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-05",,,,,,,"5","5,N","3","5,N",,,,,,,,,,,,,,,,,,,,,"1.32","5,,N,04,",,,,,,,,,,,,,,,,,,,"2.22",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-06",,,,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"2.71",",,N,12,",,,,,,,,,,,,,,,,,,,"3.64",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-07",,,,,,,"2",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.12",",,N,24,",,,,,,,,,,,,,,,,,,,"0.15",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-08",,,,,,,"2",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.75",",,N,29,",,,,,,,,,,,,,,,,,,,"0.77",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-09",,,,,,,"10",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"1.51",",,N,05,",,,,,,,,,,,,,,,,,,,"4.54",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-10",,,,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.90",",,N,31,",,,,,,,,,,,,,,,,,,,"1.45",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-11",,,,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"2.61",",,N,08,",,,,,,,,,,,,,,,,,,,"3.96",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2019-12",,,,,,,"5",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"3.51",",,N,21,",,,,,,,,,,,,,,,,,,,"3.92",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-01",,,,,,,"4","5,N","2","5,N",,,,,,,,,,,,,,,,,,,,,"0.26","5,,N,03,+",,,,,,,,,,,,,,,,,,,"1.12",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-02",,,,,,,"3","2,N","2","2,N",,,,,,,,,,,,,,,,,,,,,"0.12","2,,N,12,+",,,,,,,,,,,,,,,,,,,"0.46",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.64",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-04",,,,,,,"6",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.66",",,N,04,",,,,,,,,,,,,,,,,,,,"1.33",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-05",,,,,,,"5","5,N","4","5,N",,,,,,,,,,,,,,,,,,,,,"2.61","5,,N,16,",,,,,,,,,,,,,,,,,,,"6.47","1,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-06",,,,,,,"6","4,N","4","4,N",,,,,,,,,,,,,,,,,,,,,"3.34","4,,N,02,",,,,,,,,,,,,,,,,,,,"6.61",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-07",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"2.79",",,N,26,",,,,,,,,,,,,,,,,,,,"4.49",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-08",,,,,,,"4","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"1.10","1,,N,02,",,,,,,,,,,,,,,,,,,,"1.57","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-09",,,,,,,"10","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"1.78","2,,N,18,",,,,,,,,,,,,,,,,,,,"4.45",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-10",,,,,,,"2",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.23",",,N,16,",,,,,,,,,,,,,,,,,,,"0.26",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-11",,,,,,,"2",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"1.38",",,N,29,",,,,,,,,,,,,,,,,,,,"1.62",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2020-12",,,,,,,"3",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.72",",,N,31,",,,,,,,,,,,,,,,,,,,"1.01",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-01",,,,,,,"3","2,N","2","2,N",,,,,,,,,,,,,,,,,,,,,"1.05","2,,N,11,",,,,,,,,,,,,,,,,,,,"1.48",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-02",,,,,,,"4","4,N","1","4,N",,,,,,,,,,,,,,,,,,,,,"0.21","4,,N,17,",,,,,,,,,,,,,,,,,,,"0.59",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.90",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-05",,,,,,,"11","5,N","9","5,N",,,,,,,,,,,,,,,,,,,,,"2.70","5,,N,01,",,,,,,,,,,,,,,,,,,,"14.24",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-06",,,,,,,"7",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"2.10",",,N,23,",,,,,,,,,,,,,,,,,,,"6.28",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-07",,,,,,,"10","2,N","7","2,N",,,,,,,,,,,,,,,,,,,,,"6.20","2,,N,08,",,,,,,,,,,,,,,,,,,,"11.72",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-08",,,,,,,"1","5,N","1","5,N",,,,,,,,,,,,,,,,,,,,,"0.30","5,,N,07,",,,,,,,,,,,,,,,,,,,"0.47",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-09",,,,,,,"6",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.94",",,N,30,",,,,,,,,,,,,,,,,,,,"5.84",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-10",,,,,,,"5",",N","4",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","7.55",",,N,01,",,,,,,,,,,,,,,,,,,,"10.07",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2021-11",,,,,,,"5","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"0.50","1,,N,26,",,,,,,,,,,,,,,,,,,,"1.10","1,,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2022-01",,,,,,,"3","3,N","1","3,N",,,,,,,,,,,,,,,,,,,,,"0.25","3,,N,31,",,,,,,,,,,,,,,,,,,,"0.93",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2022-04",,,,,,,"3",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.08",",,N,20,",,,,,,,,,,,,,,,,,,,"0.17",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2022-05",,,,,,,"4",",N","4",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","1.55",",,N,25,",,,,,,,,,,,,,,,,,,,"2.72",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2022-06",,,,,,,"1","1,N","1","1,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","1.70","1,,N,29,",,,,,,,,,,,,,,,,,,,"1.70","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2022-07",,,,,,,"2",",N","2",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.40",",,N,01,",,,,,,,,,,,,,,,,,,,"0.72",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2022-08",,,,,,,"7","2,N","7","2,N",,,,,,,,,,,,,,,,,,,,,"4.50","2,,N,15,",,,,,,,,,,,,,,,,,,,"10.32",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2022-09",,,,,,,"5","4,N","5","4,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","0.57","4,,N,27,",,,,,,,,,,,,,,,,,,,"1.76","4,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2022-10",,,,,,,"2","4,N","2","4,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.53","4,,N,18,",,,,,,,,,,,,,,,,,,,"0.74","4,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2023-04",,,,,,,"8",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"3.72",",,N,24,",,,,,,,,,,,,,,,,,,,"7.27",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2023-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.87","4,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2023-06",,,,,,,"1","5,N","0","5,N",,,,,,,,,,,,,,,,,,,,,"0.01","5,,N,04,",,,,,,,,,,,,,,,,,,,"0.40","2,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2023-07",,,,,,,"0","2,N","0","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.00","2,,N,31,+",,,,,,,,,,,,,,,,,,,"0.32",",a,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2023-08",,,,,,,"2",",N","2",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","5.45",",,N,23,",,,,,,,,,,,,,,,,,,,"5.89",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2023-09",,,,,,,"4",",N","3",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,30,+","1.12",",,N,30,",,,,,,,,,,,,,,,,,,,"2.07",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2023-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.29","1,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2023-11",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.98",",,N,13,",,,,,,,,,,,,,,,,,,,"4.46",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0068","ROBSTOWN 6.2 ENE, TX US","27.845392","-97.574259","21.3","2024-01",,,,,,,"5","2,N","4","2,N",,,,,,,,,,,,,,,,,,,,,"1.15","2,,N,05,",,,,,,,,,,,,,,,,,,,"3.72",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2022-10",,,,,,,"6",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"2.24",",,N,18,",,,,,,,,,,,,,,,,,,,"2.61",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2022-11",,,,,,,"15",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"4.79",",,N,01,",,,,,,,,,,,,,,,,,,,"6.78",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2022-12",,,,,,,"11",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.70",",,N,02,",,,,,,,,,,,,,,,,,,,"1.82",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-01",,,,,,,"11",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.12",",,N,28,",,,,,,,,,,,,,,,,,,,"0.31",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-02",,,,,,,"4",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.15",",,N,09,",,,,,,,,,,,,,,,,,,,"0.22",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-03",,,,,,,"8",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.07",",,N,17,",,,,,,,,,,,,,,,,,,,"0.21",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-04",,,,,,,"11",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"3.09",",,N,24,",,,,,,,,,,,,,,,,,,,"6.25",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-05",,,,,,,"6",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.31",",,N,13,",,,,,,,,,,,,,,,,,,,"0.76",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-06",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","1.99",",,N,06,",,,,,,,,,,,,,,,,,,,"2.05",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-07",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","1.57",",,N,07,",,,,,,,,,,,,,,,,,,,"1.62",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-08",,,,,,,"2",",N","2",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","3.69",",,N,23,",,,,,,,,,,,,,,,,,,,"4.55",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-09",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","1.01",",,N,16,",,,,,,,,,,,,,,,,,,,"1.02",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-10",,,,,,,"11",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"3.56",",,N,03,",,,,,,,,,,,,,,,,,,,"4.41",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-11",,,,,,,"8",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.87",",,N,13,",,,,,,,,,,,,,,,,,,,"4.19",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2023-12",,,,,,,"8",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"4.25",",,N,15,",,,,,,,,,,,,,,,,,,,"4.59",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0103","CORPUS CHRISTI 7.5 SSE, TX US","27.607232","-97.241541","6.7","2024-01",,,,,,,"10",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.03",",,N,23,",,,,,,,,,,,,,,,,,,,"2.93",",,,N",,,,,,,,,,,,,,,,
"US1TXNU0021","CORPUS CHRISTI 3.2 SSW, TX US","27.754709","-97.403791","9.8","2008-03",,,,,,,"5","2,N","3","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","1.14","2,,N,07,",,,,,,,,,,,,,,,,,,,"2.44","2,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1TXNU0021","CORPUS CHRISTI 3.2 SSW, TX US","27.754709","-97.403791","9.8","2008-04",,,,,,,"6","2,N","5","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","1.16","2,,N,26,",,,,,,,,,,,,,,,,,,,"2.49","2,,,N","0.0","2,,,N",,,,,,,,,,,,,,
