Site Name,Longitude,Latitude,Correlation,P-value
White Mountain Research Center - Owens Valley Lab,118.25,37.25,0.15948174085045894,0.001392839271070944
White Springs Plant,82.75,30.25,0.2391046728518789,3.641595942760119e-10
William Owen School,79.0,35.0,-0.015529051980213163,0.769350113923877
Williams Middle School,79.75,34.25,0.06099087860142788,0.1817462827082496
Willows-Colusa Street,122.25,39.75,0.08237458591375942,0.1213297613087639
Wind Cave NP - Visitor Center,103.25,43.75,0.056220582385528434,0.2686616567510089
Wittkop Park,80.25,25.25,0.0031546579858923256,0.9718079527617824
Woodland-Gibson Road,121.75,38.75,-0.046839113657698786,0.3843849905239264
Woodlawn Beach Middle School,87.0,30.25,0.27817342488594743,2.2852994053978554e-14
World Trade Bridge,99.75,27.75,0.1592650536097445,0.002807984057885759
Wylam,87.0,33.25,0.2341608114648394,2.998699951916029e-07
YACOLT - YACOLT RD,122.25,45.75,-0.027997747627694292,0.6053418538587088
YAKIMA - 4TH AVE,120.25,46.75,0.08477434779648374,0.07634191138763556
YUMA SUPERSITE,114.75,32.75,-0.03911666959862999,0.46700238755449625
Yankee,84.25,39.25,0.0681544090474738,0.1367763750674505
Yellowstone National Park - Old Faithful Snow Lodge,110.75,44.25,0.08916228450232883,0.018467346855260636
Youngstown State,80.75,41.0,0.3595628623342642,4.583010368091121e-16
Yreka,122.75,41.75,0.0765255353774568,0.10772903165804357
Yuba City,121.75,39.25,0.026387672935105265,0.5105659078118778
ZAMPIERI STATE OFFICE BUILDING,73.25,44.25,-0.024117337709689046,0.8599540416854375
Zion NP - Dalton's Wash,113.25,37.25,0.35146266405501214,0.028235408520667984
